종목명,ESG 통합등급,2021_E,2021_S,2021_G,평가연도
현대일렉트릭,A,A,A+,A,2021
현대자동차,A,A,A,A,2021
현대제철,B+,B+,B+,A,2021
현대중공업,-,-,-,-,2021
현대차증권,A,B+,A+,A,2021
현대코퍼레이션,B+,B+,A,B+,2021
현대코퍼레이션홀딩스,B+,C,A,B+,2021
현대퓨처넷,B+,C,A,A,2021
현대해상,A,A,A+,A,2021
현대홈쇼핑,A,A,A+,A,2021
형지엘리트,C,D,B,B,2021
혜인,B,B,B,B,2021
호전실업,C,D,C,B+,2021
호텔신라,A,B+,A+,A,2021
화성산업,B,C,B+,B+,2021
화승엔터프라이즈,B+,B,B+,A,2021
화승인더스트리,B+,B,B+,A,2021
화승코퍼레이션,B+,B+,B,B+,2021
화신,B+,B+,A,B+,2021
화인베스틸,B,B,C,B,2021
화천기계,C,D,C,B,2021
화천기공,B,D,B,B+,2021
환인제약,B,D,B,B+,2021
황금에스티,C,D,C,B,2021
효성,A,A,A+,B+,2021
효성 ITX,B+,C,B+,B+,2021
효성중공업,A,A,A+,A,2021
효성첨단소재,A,A,A+,A,2021
효성티앤씨,A,A,A+,A,2021
효성화학,A,A,A+,A,2021
후성,B+,A,B,B,2021
휠라홀딩스,A,B+,A+,A,2021
휴니드테크놀러지스,B,C,B+,B+,2021
휴비스,A,B+,A+,A,2021
휴스틸,C,C,C,B,2021
흥국화재,B+,B,A,B,2021
흥아해운,D,D,C,D,2021
